uuid,title,author,summary,url,published_at,added_at,related_url,essential,tweets
b17626a4-d677-48ad-8f11-337caecf516f,Margins (continued),Fred Wilson,"I like to focus on ""gross margin"" because I think it tells you a lot about the scalability of a business (as I detailed in last week's post). But operating margin which is gross margin less all the operating costs is another really important metric.",http://www.avc.com/a_vc/2011/04/margins-continued.html,2011-04-18 00:00:00 UTC,,,,
4bdbcf45-e121-4491-9e35-d5c356447ebd,MBA Mondays: Revenue Models - Advertising,Fred Wilson,"I would break up advertising into two big buckets; ads that are sold and ads that are bought. The first is a relationship business, requires a direct salesforce or a salesforce that you can tap into, and will bring a higher revenue per impression in most cases. The latter is a data business, automated by machines and software, is a volume game and will bring a lower revenue per impression in most cases. Much of the online advertising market is moving inexorably toward the latter category, for good and bad.",http://www.avc.com/a_vc/2012/12/mba-mondays-revenue-models-advertising.html,2012-12-10 00:00:00 UTC,,,,
184f2ac2-e691-47d0-81a9-0d961692c743,MBA Mondays: Revenue Models - Commerce,Fred Wilson,"Commerce represents the largest and most common online revenue model. But it is not an easy one to execute profitably. It lends itself to commoditization and margin compression in most cases and the economies go to scale players like Amazon, eBay, and Walmart.",http://www.avc.com/a_vc/2012/12/mba-mondays-revenue-models-commerce.html,2012-12-17 00:00:00 UTC,,,,
078d27ab-12db-4ff9-9dc9-c0fe98a0b929,MBA Mondays: Revenue Models - Data,Fred Wilson,"The Internet is a data generating machine. According to Eric Schmidt, every two days now we create as much information as we did from the dawn of civilization up until  2003. It's also incredibly good at presenting that data, both to humans and machines. So it makes sense that collecting and publishing data is one of the primary business models on the Internet.",http://www.avc.com/2013/02/mba-mondays-revenue-models-data/,2013-02-04 00:00:00 UTC,,,,
77fc67cf-a466-463a-b4f8-1c780efaa370,MBA Mondays: Revenue Models - Gaming,Fred Wilson,"Gaming isn't a revenue model itself, but it does offer a number of interesting revenue models and is worth discussing in a post in this series.",http://www.avc.com/a_vc/2013/02/mba-mondays-revenue-models-gaming.html,2013-02-18 00:00:00 UTC,,,,
8a858bb9-70b9-455c-b311-f57e1502f26c,MBA Mondays: Revenue Models - Licensing,Fred Wilson,"Licensing, according to wikipedia, is an authorization (by the licensor) to use the licensed material (by the licensee). Of all the business models listed on the revenue model hackpad, licensing is the least net native business model. There is very little about the internet that makes licensing work better and there is a lot that makes it work worse. ",http://www.avc.com/2013/01/mba-mondays-revenue-models-licensing/,2013-01-28 00:00:00 UTC,,,,
068591ac-6a93-4f1c-998d-32db503272d7,MBA Mondays: Revenue Models - Mobile,Fred Wilson,"As attractive as selling apps and running ads on them is, I believe the biggest and most attractive model in mobile is the transaction. Slowly but surely, our phone is becoming our wallet. And I don't mean wallet in the way that Google and PayPal think. I don't think we will necessarily have a mobile wallet. I think the apps on the phones will just have native transaction capability in them.",http://www.avc.com/a_vc/2013/02/mba-mondays-revenue-models-mobile.html,2013-02-11 00:00:00 UTC,,,,
37f4a765-6fc0-48e9-a752-237c7764054e,MBA Mondays: Revenue Models - Peer to Peer,Fred Wilson,"If there is one thing I have learned investing in Internet businesses over the years it is to pay attention to things you can't do without the Internet. And that describes peer to peer pretty well. Like the Internet, a peer network empowers the edges and devalues the middle. I like peer networks very much.",http://www.avc.com/a_vc/2013/01/mba-mondays-revenue-models-peer-to-peer.html,2013-01-14 00:00:00 UTC,,,,
3f452381-f3dc-49fd-b97e-730007c48124,MBA Mondays: Revenue Models - Subscriptions,Fred Wilson,"Today, most software is sold in a subscription model. You pay a monthly fee for the right to use the software. If you stop paying the monthly fee, your right to use the software goes away. Maintenance and support is bundled in. The emergence of the subscription model has made the software business better. In the old upfront license fee model, software companies would trade at 2-4x revenues. Now they trade at 6-8x revenues. That reflects the recurring, almost annuity nature of the subscription model.",http://www.avc.com/a_vc/2013/01/mba-mondays-revenue-models-subscriptions.html,2013-01-07 00:00:00 UTC,,,,
e638305a-9840-4122-9f25-2b953f98ca60,MBA Mondays: Revenue Models - Transaction Processing,Fred Wilson,"The thing that all of these forms of transaction processing have in common is the processor handles a transaction that was generated by another product or service and provides some form of completion service and charges a fee for doing so. That could be processing a credit card transaction, handling a banking transaction, shipping something to someone, completing a call originated on another network, or distributing a third party app on an internet or mobile platform.",http://www.avc.com/a_vc/2013/01/mba-mondays-revenue-models-transaction-processing.html,2013-01-21 00:00:00 UTC,,,,
03df51d1-a2e5-4763-a73a-52cf7f7cc96d,Piercing The Corporate Veil,Fred Wilson,"Forming a company is the best way to ""putting a buffer between you and the business."" But you can't just pretend to be a business, you have to be a business. ""Being a business"" means separating your personal and business records, separating your personal and business bank accounts, treating the business as a real entity, having board meetings, taking board minutes, doing major activities via board resolutions, following ""due process."" If you don't behave as a real business, you could find yourself in a situation where someone, most commonly someone who is suing your business, can come after you (and your business partners) personally. And then you are going to say ""but what about the liability limitation the business provides?"" It may not be there for you.",http://www.avc.com/a_vc/2010/03/piercing-the-corporate-veil.html,2010-03-01 00:00:00 UTC,,,,
c76e56d7-465e-4569-8dd0-464ba719218b,Product > Strategy > Business Model,Fred Wilson,"Getting product right means finding product market fit. It does not mean launching the product. It means getting to the point where the market accepts your product and wants more of it. That means different things in consumer, saas, infrastructure, hardware, etc, but in every case you must get to product market fit before thinking about anything else. And, I believe, moving to business model before finding product market fit can be the worst thing for your business.",http://www.avc.com/a_vc/2013/06/product-strategy-business-model.html,2012-06-02 00:00:00 UTC,,,,
e358ca9d-77a0-445b-9080-17088e4be7e7,The Management Team - While Building Product,Fred Wilson,"Building product is not about having a large team to manage. It is about having a small team with the right people on it. You need product, design, and software engineering skills on the team. And you need to be focused, committed, and driven. Management at this point is all about small team dynamics; everyone on board, working together, and getting stuff done. Strong individual contributors are key in this stage. Management skills are not a requirement. In fact they may even be a hindrance.",http://www.avc.com/a_vc/2012/01/the-management-team-while-building-product.html,2012-01-02 00:00:00 UTC,,,,
dbcdf520-22a4-4b16-ade0-88308aa60f31,The Management Team - While Building The Business,Fred Wilson,"Many founders are naturally talented at building product and building the user base. But building the company comes harder to them. I once discussed this with Roelof Bothaand he made a fantastic suggestion. Founders should think of the business as yet another product they are building. It is the ultimate product they are building because from the company can come any number of additional products and any number of additional initiatives. The company, if built correctly, will be more important than any single product it can create. ",http://www.avc.com/2012/01/the-management-team-while-building-the-business/,2012-01-16 00:00:00 UTC,,,,
41024768-936e-4654-a2ec-4482f442c40d,The Management Team - While Building Usage,Fred Wilson,"So you've built and launched your product. It is well received. You've acheived ""product market fit"" and it is time to get more users or customers. You've graduated from the ""building product"" stage and have entered the ""building usage"" phase. What does this mean for your team?",http://www.avc.com/a_vc/2012/01/the-management-team-while-building-usage.html,2012-01-09 00:00:00 UTC,,,,
b76ce22b-7abc-4a11-829d-5a87132d2ffb,The Pro-Rata Opportunity,Fred Wilson,Capturing pro-rata' is sooooo important in early stage venture. You make 20 investments in a fund. One is going to return the entire fund. Two more are going to return it again. A few more are going to have strong outcomes and return it again. The rest are noise when it comes to fund returns (but you better not treat them like noise).,http://avc.com/2014/07/the-pro-rata-opportunity/,2014-07-24 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,297
beffbc88-5263-4d6d-8738-ab4f0e8933cd,Transparency,Fred Wilson,,http://avc.com/2004/05/transparency-2/,2004-05-03 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,1
779b8093-c688-4d44-855a-148b6f85554f,VP Engineering vs CTO,Fred Wilson,"When a company has a strong CTO and a strong VP Engineering that trust, respect, and like each other, you have a winning formula. The CTO makes sure the technical approach is correct and the VP Engineering makes sure the team is correct. They are yin and yang.",http://www.avc.com/a_vc/2011/10/vp-engineering-vs-cto.html,2011-10-31 00:00:00 UTC,,,,
5a80276d-d941-4ae3-bc47-942f7e579782,VP Finance vs CFO,Fred Wilson,"I generally encourage companies to wait as long as possible to bring on a CFO. Great CFOs are few and far between. And in order to recruit one of them, you will need an interesting business and a meaty role. VP Finance talent is in larger supply and they can take you very far. Get a VP Finance onboard as soon as you can afford one. They will let you sleep at night. Get a CFO on board when you are ready to take on the world. You can't do that without a strong one at your side.",http://www.avc.com/a_vc/2011/10/vp-finance-vs-cfo.html,2011-10-24 00:00:00 UTC,,,,
d0272fb3-f2f9-408a-9d2b-877b5d9f4e2c,What A CEO Does,Fred Wilson,"A CEO does only three things. Sets the overall vision and strategy of the company and communicates it to all stakeholders. Recruits, hires, and retains the very best talent for the company. Makes sure there is always enough cash in the bank.",http://www.avc.com/a_vc/2010/08/what-a-ceo-does.html,2010-08-30 00:00:00 UTC,,,,
09cfb307-f4d1-4a94-b018-d373f147a30a,What A Management Team Does,Fred Wilson,The best management teams create cultures that people enjoy working in. And from that comes great things. I see that every day.,http://www.avc.com/a_vc/2011/02/what-a-management-team-does.html,2011-02-09 00:00:00 UTC,,,,
5f3e522b-eba1-4c93-94b7-c777ddd9093b,Git cheatsheet,GitHub,,https://help.github.com/articles/git-cheatsheet,2014-02-28 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,20
ac749788-7179-41e9-983e-66efd5124bb6,Google Search Engine Optimization Starter Guide,Google,"This document first began as an effort to help teams within Google, but we thought it'd be just as useful to webmasters that are new to the topic of search engine optimization and wish to improve their sites' interaction with both users and search engines. Although this guide won't tell you any secrets that'll automatically rank your site first for queries in Google (sorry!), following the best practices outlined below will make it easier for search engines to crawl, index and understand your content.",http://static.googleusercontent.com/media/www.google.com/en//webmasters/docs/search-engine-optimization-starter-guide.pdf,,2014-08-10 00:00:00 UTC,,TRUE,68
32a88c0e-0096-4f60-9f40-64ef9fee3b72,Building of StackLead,Gordon Wintrob,"We have two key takeaways from our experiences with founding StackLead. First, find other passionate founders to serve as your customers. [...] Second, launch early, but don't optimize early. Our first product was simply copying info we found online about new signups into an email template. Once our first customers validated this problem, we began building a scalable, automated system.",http://buildingof.com/stories/building-of-stacklead.html,,2014-07-22 10:38:31 UTC,,FALSE,25
489eb905-9c6a-4eda-9109-6f1865ad6155,Sunny Whether: Two Types of Forecasting Models for Running Your Startup,Hunter Walk,"Well, if you’re pre-product/market fit, over-optimizing for 'hitting your numbers' can be a false positive if it creates an 'up and to the right' graph that actually builds upon the wrong learnings, or masks leaky bucket of customer attrition.",http://hunterwalk.com/2014/07/22/sunny-whether-two-types-of-forecasting-models-for-running-your-startup/,2014-07-22 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,85
ca947e53-b034-45e9-89b6-f6f12ba9761e,Good UI,Jakub Linowski,,http://goodui.org/,2014-07-04 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,8871
404be3a4-5d2b-47fb-8f1f-0dc62d2b664c,Why you should read 100 books,Jason Evanish,,http://jasonevanish.com/2014/01/26/why-you-should-read-100-books/,2014-01-26 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,79
e98a3f67-6f56-4a99-b97c-34d64c0accb0,Zero downtime database migrations by @jipiboily,Jean-Philippe Boily,All developers will at some time or other have to deploy code that changes the structure of a database. You might have downtime during these deploys due to database changes being required by the new code that you just deployed. There are easy ways to work around those downtimes and provide you a real zero downtime deployment process.,https://blog.rainforestqa.com/2014-06-27-zero-downtime-database-migrations/,2014-06-27 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,98
4d1ee341-b22e-4c39-81c5-00501247d9f1,"LinkedIn Speaker Series: Jeff Weiner, Reid Hoffman and Ben Casnocha","Jeff Weiner, Reid Hoffman, Ben Casnocha","LinkedIn's co-founder/chairman, Reid Hoffman, has written a new book with Ben Casnocha and Chris Yeh: The Alliance: Managing Talent in the Networked Age.",https://www.youtube.com/watch?v=kQJf7W88HDs,2014-06-30 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,20
c51a383e-5b16-47a4-a790-53b759c6530b,"Fast and Flexible Monitoring with StatsD, Graphite and Librato",Joe Stanton,"Everyone knows you need data to make decisions. If you’re developing software of any sort, quick access to metrics can enable you to answer important questions like this: Is your app working? If not, which piece of your infrastructure specifically broke? Which areas need performance optimization? Do you need to scale? What was the impact of your recent code deployment? Do your users care? At development time, we can get all of the data we need, we use it for debugging, performance optimization etc. but what good is data if it’s not real-world? Things that should be true in 2013: Pushing your app to production shouldn’t mean a loss of insight. We should be able to measure everything, at all layers of the stack. We should get infrastructure and application monitoring by default. We should be able to visualise that data quickly and easily, so we can use it to solve problems and make informed decisions.",http://red-badger.com/blog/2013/11/04/fast-and-flexible-monitoring-with-statsd-graphite-and-librato/,2013-11-04 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,43
694126e3-225b-4840-98aa-8df0591d318c,How to Become a Productivity Superstar: 7 Tips,John Brandon,1. Do the hardest tasks first. 2. Offer to help the most productive co-workers. 3. Finish what you start. 4. Stop working on something when you reach a dead end. 5. Resist the urge to call for help early. 6. Ignore office chatter. 7. Watch the squirrel moments.,http://www.inc.com/john-brandon/how-to-become-a-productivity-superstar-7-tips.html,2014-07-23 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,327
ae37b3ca-d4ec-410e-9cf3-1f7a1bfa5c7d,Modular CSS naming conventions,John W. Long,"So there you have it: a simple set of naming conventions for more modular CSS. Again, for my own method I've borrowed a lot from SMACSS, BEM, and OOCSS. If you're not familiar with any of these approaches they are well worth reading up on. You don't have to do modular CSS the way I do. Some folks prefer to use different types of separators to distiguish between different types of classes. But the core of the approach outlined here is common between the major methodologies.",http://thesassway.com/advanced/modular-css-naming-conventions,2013-08-31 19:03:52 UTC,2014-08-10 00:00:00 UTC,,FALSE,113
37316760-1b68-4673-bf97-e71096fd634d,How I Hire: The 4 Principles For Recruiting the Best of the Best,Justin Rosenstein,"1. Get to know the whole person, 2. Communicate your company’s values, 3. Meet people now who you might want to hire later, 4. The best people want to work with the best people",https://www.linkedin.com/today/post/article/20130930190403-25056271-how-i-hire-the-4-principles-for-recruiting-the-best-of-the-best,2013-09-30 00:00:00 UTC,2014-08-14 00:00:00 UTC,,FALSE,6
82af28bd-7431-42dc-89db-eef8917322bd,Is TDD Dead?,"Kent Beck, David Heinemeier Hansson, Martin Fowler","A series of conversations between Kent Beck, David Heinemeier Hansson, and [Martin Fowler] on the topic of Test-Driven Development (TDD) and its impact upon software design.",http://martinfowler.com/articles/is-tdd-dead/,2014-05-09 19:03:53 UTC,2014-08-10 00:00:00 UTC,,FALSE,931
0af5fc45-a4a4-43b8-8dfb-5011c6340e1f,OmniGraffle Wireflows,Linowski,,http://wireframes.linowski.ca/2009/12/omnigraffle-wireflows/,2009-12-29,2014-08-10 00:00:00 UTC,,FALSE,7
4a24bd2d-ee20-49c0-aa61-0f9299b15feb,Beware the ‘Edifice Complex’ ― and 9 Other Ways to Damage a High-Growth Startup,Marc Andreessen,Here are 10 ways to damage your fast-growing tech startup– and hurt the perception of Silicon Valley in the process. None of these are specific to any one company; they’re general patterns we’ve observed across multiple cycles of tech startups.,http://a16z.com/2014/07/08/beware-the-edifice-complex-and-9-other-ways-to-damage-your-high-growth-startup/,2014-07-08 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,375
6021448e-b4c9-4d25-b132-b73ef4b5ff06,Pmarca Guide to Personal Productivity,Marc Andreessen,,http://pmarchive.com/guide_to_personal_productivity.html,2007-06-04 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,52
548d1b51-903a-4005-bc77-062d2b875059,The Pmarca Guide To Startups,Marc Andreessen,In this series of posts I will walk through some of my accumulated knowledge and experience in building high-tech startups.,http://pmarchive.com/guide_to_startups_part1.html,2007-06-18 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,21
3eacd43d-1a88-41be-ac45-f2ac74d7f2a8,"The Pmarca Guide To Startups, Part 4: The only thing that matters",Marc Andreessen,"I believe that the life of any startup can be divided into two parts: before product/market fit (call this 'BPMF') and after product/market fit ('APMF'). When you are BPMF, focus obsessively on getting to product/market fit.",http://pmarchive.com/guide_to_startups_part4.html,2007-06-25 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,209
409ca55d-7425-4af6-86a6-d38098106ffd,A Visual Git Reference,Mark Lodato,,http://marklodato.github.io/visual-git-guide/index-en.html,2010-01-01 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,109
6fa44eb3-40c6-4ba9-93d2-b064238a350e,First Round Funding Terms and Founder Vesting,Mark Suster,"I’m putting millions of dollars in your company.  My thesis is YOU.   I need some protection that you’re not fully or mostly vested where you could simply walk away with a large stake in the company, screwing not just me but the entire employee base of the company.  I’m not Sequoia.  I’m not looking to bring in a new team to replace you.  If you leave my thesis is largely out the door.",http://www.bothsidesofthetable.com/2009/08/17/first-round-funding-terms-and-founder-vesting/,2009-08-17 00:00:00 UTC,,,,
5230549f-3b5e-48b6-8984-6333232f3849,"Founders, Ownership and Prenuptials",Mark Suster,"Best case scenario in my mind is just 1, but at most I recommend 2. I knew this topic would be controversial because when I tell people this in person it always elicits shock.   To be clear – it is not about being stingy with or hoarding equity – it is about having a prenuptial agreement.",http://www.bothsidesofthetable.com/2009/08/18/founders-ownership-and-stock-options/,2009-04-18 00:00:00 UTC,,,,
62aede25-271c-44ad-87c5-c907c15beed9,How to Work with Lawyers at a Startup,Mark Suster,I know that people have an allergy to lawyers out of fear of being screwed.  Much of this is unfounded – some is not.  If you’re a startup and you don’t have a close relationship with a few law firms you’re really missing one of the most important relationships that any entrepreneur can have. This all got me thinking about a post on how to best work with lawyers.  This is stuff I tell people verbally at least twice / month so I’m glad to finally get it into written format.,http://www.bothsidesofthetable.com/2010/01/21/how-to-work-with-lawyers-at-a-startup/,2010-01-21 00:00:00 UTC,,,,
6d9988f3-9fd9-4f19-843f-09ef9fa6ed27,Most Common Early Start-up Mistakes,Mark Suster,I often talk with entrepreneurs who are kicking around their next idea.  Sometimes they’re working full time at a company or sometimes they’ve already left their employer and they’re bouncing around ideas with friends.  These periods of time can leave a founder very vulnerable in the future.,http://www.bothsidesofthetable.com/2009/08/17/most-common-early-start-up-mistakes/,2009-08-17 00:00:00 UTC,,,,
90b4087f-c954-4b92-86f2-297b7b790509,Should Your Startup Have an Advisory Board?,Mark Suster,Many first-time entrepreneurs form advisory boards and grant 0.25-0.5% equity to each adviser.  Should you?  This post talks about why equity for advisers should only come if they write a check and if you do set up an advisory board what the best way to run it is.  Also a quick note on how VCs view advisory boards (summary answer is – we’re cynical).,http://www.bothsidesofthetable.com/2009/10/12/should-your-startup-have-an-advisory-board/,2009-10-12 00:00:00 UTC,2014-08-15 00:00:00 UTC,,FALSE,
af1519ce-0b8a-40c2-8607-96ce5c3401d6,Startup Advice,Mark Suster,"I think the sign of a good entrepreneur is the ability to spot your mistakes, correct quickly and not repeat the mistakes. I made plenty of mistakes. Below are some of the lessons I learned along the way.",http://www.bothsidesofthetable.com/on-entrepeneurship/,,2014-08-15 00:00:00 UTC,,TRUE,
b9b6e824-29c7-4280-8d71-bee15c6491e3,The Changing Structure of the VC Industry,Mark Suster,"Cheap, mobile, social, global, always-on, one-click-purchase = Unprecedented revenue growth + companies staying private longer = More opportunities than ever in history for venture capital firms = Lots of new, non-traditional entrants moving to capture this value = Amazing opportunities + Risks + Uncertainties for the coming decade for entrepreneurs, VCs and LPs.",https://medium.com/@msuster/the-changing-structure-of-the-vc-industry-84be1fdf73a2,2014-07-23 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,42
38c7fd58-a89d-446c-b0cb-d2a4936a67aa,What Makes an Entrepreneur? Four Letters: JFDI,Mark Suster,I believe that being successful as an entrepreneur requires you to get lots of things done.  You are constantly faced with decisions and there is always incomplete information.  This paralyzes most people.  Not you. Entrepreneurs make fast decisions and move forward knowing that at best 70% of their decisions are going to be right.  They move the ball forward every day.  They are quick to spot their mistakes and correct.  Good entrepreneurs can admit when their course of action was wrong and learn from it.  Good entrepreneurs are wrong often.  If you’re not then you’re not trying hard enough.  Good entrepreneurs have a penchant for doing vs. over-analyzing.  (obviously don’t read this as zero analysis).,http://www.bothsidesofthetable.com/2009/11/19/what-makes-an-entrepreneur-four-lettersjfdi/,2009-11-19 00:00:00 UTC,,,,
9b732edc-3765-45b2-a2a0-17d0588175a4,Whom Should you Hire at a Startup?,Mark Suster,"I believe that you should always hire people are are looking to “punch above their weight class,” which means to hire people who want to be one league above where they are today.",http://www.bothsidesofthetable.com/2009/10/22/who-should-you-hire-at-a-startup/,2009-10-22 00:00:00 UTC,2014-08-15 00:00:00 UTC,,FALSE,
1a93d706-cb43-41d5-b516-9fe5aa922026,Nonviolent Communication,Marshall Rosenberg,"Nonviolent Communication holds that most conflicts between individuals or groups arise from miscommunication about their human needs, due to coercive or manipulative language that aims to induce fear, guilt, shame, etc. These ""violent"" modes of communication, when used during a conflict, divert the attention of the participants away from clarifying their needs, their feelings, their perceptions, and their requests, thus perpetuating the conflict.",http://en.wikipedia.org/wiki/Nonviolent_Communication,,2014-08-14 00:00:00 UTC,http://www.amazon.com/dp/1892005034/,FALSE,123
4321c213-4794-4bbd-b152-a2e2ab5bfb4b,Nonviolent Communication,Marshall Rosenberg,"Nonviolent Communication holds that most conflicts between individuals or groups arise from miscommunication about their human needs, due to coercive or manipulative language that aims to induce fear, guilt, shame, etc. These ""violent"" modes of communication, when used during a conflict, divert the attention of the participants away from clarifying their needs, their feelings, their perceptions, and their requests, thus perpetuating the conflict.",http://en.wikipedia.org/wiki/Nonviolent_Communication,,2014-08-14 00:00:00 UTC,http://www.amazon.com/dp/1892005034/,FALSE,123
999f0e69-bb5c-42ed-8ec9-ef1b39943cec,Continuous Integration: Eliminate blind spots so you can build and deliver software more rapidly,Martin Fowler,"Continuous Integration (CI) is a development practice that requires developers to integrate code into a shared repository several times a day. Each check-in is then verified by an automated build, allowing teams to detect problems early.",http://www.thoughtworks.com/continuous-integration,,2014-08-10 00:00:00 UTC,,TRUE,14
83c3cfd7-32ff-4158-80d8-33981d0f0cc5,Vim Cheat Sheat for Programmers,Michael Pohoreski,,http://michael.peopleofhonoronly.com/vim/,2011-09-09 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,682
0916a99c-ffa7-4224-83e1-58c947182cb0,Metrics-Driven Engineering at Etsy,Mike Brittain,"Logs, Graphs, Trends, and Correlations. Making Decisions. How many visitors are using this thing? Can we deploy that to100% of our visitors? Did we make it faster? Did I just break something?",http://www.slideshare.net/mikebrittain/metrics-driven-engineering-at-etsy,2011-03-18 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,16
415d9a4a-d90f-43b2-84fc-19745cccc34e,Tracking Every Release,Mike Brittain,Automated tracking of code deploys is essential for teams who practice Continuous Deployment. Monitoring every aspect of your server and network architecture helps detect when something has gone awry. Correlating the times of each and every code deploy helps to quickly identify human-triggered problems and greatly cut down on your time to resolve them.,http://codeascraft.com/2010/12/08/track-every-release/,2010-12-08 17:22:33 UTC,2014-08-03 17:22:33 UTC,,FALSE,22
b9a5067c-ce77-4b6e-a98b-6e79e58dc64f,The Beginners Guide to SEO,MOZ,New to SEO? Need to polish up your knowledge? The Beginner's Guide to SEO has been read over 1 million times and provides comprehensive information you need to get on the road to professional quality SEO.,http://moz.com/beginners-guide-to-seo,,2014-08-10 00:00:00 UTC,,FALSE,1685
8370a349-00e7-439e-b24b-c4a84731ad44,Git Is Simpler Than You Think,Nick Farina,,http://nfarina.com/post/9868516270/git-is-simpler,2011-09-01 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,1410
5bf6e98f-f69f-4def-994d-8a674573438a,Say hello to the talent hacker,Nick Marsh,I want to introduce a new concept — ‘talent hacking’. I define this as the creative application of technology and data to the problem of building new teams.,https://medium.com/makeshift-studios/say-hello-to-the-talent-hacker-c8ae87db4a58,2014-06-20 17:22:33 UTC,2014-08-03 17:22:33 UTC,,FALSE,60
f85c19d0-66c9-472c-a909-8a4ceabcb13f,"Early Traction: How to go from zero to 150,000 email subscribers",Noah Kagan,The one method I can consistently recommend for people starting their customer base has been giveaways.,http://andrewchen.co/2014/08/14/early-traction-how-to-go-from-zero-to-150000-email-subscribers-guest-post/,2014-08-14 00:00:00 UTC,2014-08-15 00:00:00 UTC,,FALSE,
6ee7a25f-cb97-4aa6-8999-8d5a7efa49e1,Designing for the Non-Designer – Part I The Basics,NuRelm,,http://www.nurelm.com/themanual/2009/07/07/designing-for-the-non-designer-part-i-the-basics/,2009-07-07 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,4
22d69f7c-716a-4128-99b6-d29f8b22f926,10+ Deploys Per Day: Dev and Ops Cooperation at Flickr,O'Reilly,John Allspaw (Flickr/Yahoo!) and Paul Hammond (Flickr). 10+ Deploys Per Day: Dev and Ops Cooperation at Flickr,https://www.youtube.com/watch?v=LdOe18KhtT4,2009-06-25 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,2
0686336e-58cd-4b5f-8e25-340c8d3c6640,OWASP Cheatsheets,OWASP,Handy Web Application Security Cheatsheets,https://www.owasp.org/index.php/Category:Cheatsheets,,2014-08-10 00:00:00 UTC,,TRUE,13
5e9e28a7-c91e-4d57-8363-0cd7c218a267,Paul Buchheit: The Technology,Paul Buchheit,"It's often assumed that business is all about money, but to me that's like saying that rockets are all about rocket fuel. On some level it's true. You won't even make it off the launch pad without fuel. But that myopic view misses out on the larger purpose and mission of the machine. Certainly some businesses really are about nothing more than making money, but among the truly significant founders I've known, there's always a larger purpose. It's not just a nihilistic pursuit of rocket fuel.",http://paulbuchheit.blogspot.jp/2014/07/the-technology.html,2014-07-30 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,2
efd4c79b-d55d-4eaa-9c57-749a4adec1ae,How to Convince Investors,Paul Graham,"So here's the recipe for impressing investors when you're not already good at seeming formidable: Make something worth investing in. Understand why it's worth investing in. Explain that clearly to investors. If you're saying something you know is true, you'll seem confident when you're saying it. Conversely, never let pitching draw you into bullshitting. As long as you stay on the territory of truth, you're strong. Make the truth good, then just tell it.",http://www.paulgraham.com/convince.html,2013-08-01 19:03:52 UTC,2014-08-10 00:00:00 UTC,,TRUE,287
73c96e1b-1647-4da8-85d7-de6067a8882a,How to Raise Money,Paul Graham,"Don't raise money unless you want it and it wants you., ""Be in fundraising mode or not."", ""Get introductions to investors."", ""Hear no till you hear yes."", ""Do breadth-first search weighted by expected value."", ""Know where you stand."", ""Get the first commitment."", ""Close committed money."", ""Avoid investors who don't 'lead.'"", ""Have multiple plans."", ""Underestimate how much you want."", ""Be profitable if you can."", ""Don't optimize for valuation."", ""Yes/no before valuation."", ""Beware 'valuation sensitive' investors."", ""Accept offers greedily."", ""Don't sell more than 25% in phase 2."", ""Have one person handle fundraising."", ""You'll need an executive summary and (maybe) a deck."", ""Stop fundraising when it stops working."", ""Don't get addicted to fundraising."", ""Don't raise too much."", ""Be nice."", ""The bar will be higher next time."", ""Don't make things complicated.""",http://www.paulgraham.com/fr.html,2013-09-01 19:03:52 UTC,2014-08-10 00:00:00 UTC,,TRUE,303
2560fd79-aeb5-4f48-a094-2b68114da14d,Six Principles for Making New Things,Paul Graham,"Here it is: I like to find (a) simple solutions (b) to overlooked problems (c) that actually need to be solved, and (d) deliver them as informally as possible, (e) starting with a very crude version 1, then (f) iterating rapidly.",http://www.paulgraham.com/newthings.html,2008-02-01 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,77
5bca8fe0-b7a4-4359-9870-9158f4ce4647,Startup = Growth,Paul Graham,"A startup is a company designed to grow fast. Being newly founded does not in itself make a company a startup. Nor is it necessary for a startup to work on technology, or take venture funding, or have some sort of 'exit.' The only essential thing is growth. Everything else we associate with startups follows from growth.",http://www.paulgraham.com/growth.html,2012-09-01 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,1276
